 2.9425 0.979066 0.980576
 2.63744 1.00468 1.05394
 2.81361 0.979925 1.05109
 2.89559 0.986305 0.988799
 2.95185 0.976631 0.976437
 2.87889 0.986873 0.982503
 2.86971 0.985534 1.01087
 2.81958 0.981624 1.03552
 2.94294 0.980896 0.981131
 2.91044 0.981687 0.979866
 2.88604 0.973771 0.976957
 2.80189 0.985913 1.15364
 2.81134 0.992093 0.988493
 2.83868 0.9898 1.05394
 2.65192 0.986788 1.61805
 2.93082 0.980051 0.980211
 2.91939 0.980849 0.979512
 2.94945 0.980684 0.980537
 2.86118 0.980829 1.02768
 2.92723 0.975169 0.974898
 2.91195 0.988331 0.986947
 2.6269 1.01692 0.994484
 2.87501 0.990057 0.986876
 2.8291 0.980388 1.04877
 2.95512 0.981654 0.981675
 2.88914 0.977615 0.976464
 2.90873 0.984144 0.991107
 2.94982 0.986482 0.986981
 2.87741 0.98925 0.984016
 2.84352 0.974303 1.03119
 2.93066 0.974479 0.973905
 2.87885 0.981462 0.984162
 2.92341 0.977251 0.981626
 2.71975 0.988819 1.23588
 2.74512 0.997797 0.999352
 2.64745 1.03732 0.98282
 2.87288 0.985325 0.99358
 2.74165 0.973804 1.18221
 2.82511 0.973429 0.993448
 2.69522 1.00002 1.03258
 2.92156 0.982611 0.981062
 2.95059 0.98179 0.982352
 2.85488 0.994682 0.986755
 2.91829 0.985089 0.987045
 2.92042 0.980971 0.987055
 2.77211 1.00073 0.982762
 2.86268 0.97396 1.00544
 2.79855 0.978668 1.10478
 2.90576 0.983756 0.986107
 2.75801 0.977177 1.18423
 2.64682 0.990545 1.17779
 2.91458 0.977858 0.985667
 2.88738 0.987079 0.988506
 2.84276 0.985652 1.02046
 2.81806 0.986365 0.975405
 2.75751 0.98323 0.988991
 2.77806 0.983924 1.02556
 2.85385 0.986645 0.990822
 2.72794 0.986574 1.06432
 2.8586 0.990429 0.982926
 2.82482 0.984321 0.974496
 2.92604 0.972189 0.973619
 2.93885 0.985269 0.98447
 2.85979 0.979625 0.973368
 2.9383 0.97455 0.974352
 2.90202 0.981002 0.983431
 2.7882 1.00435 0.98498
 2.89256 0.981399 0.98639
 2.79702 0.995816 0.988904
 2.73574 0.984513 1.28242
 2.857 0.987063 0.98661
 2.79761 0.982061 0.986587
 2.91924 0.982816 0.980957
 2.5945 1.04835 0.984771
 2.71484 0.983932 1.21078
 2.83586 0.977984 1.01639
 2.94953 0.980647 0.980405
 2.8489 0.984468 0.980263
 2.54031 0.972735 1.86247
 2.90352 0.986563 0.993516
 2.81324 1.00171 0.989509
 2.72363 0.9915 0.993427
 2.95105 0.976824 0.97697
 2.7599 0.981548 1.12212
 2.83436 0.982159 1.05174
 2.69005 0.996552 1.02265
 2.80604 0.972282 1.05949
 2.87103 0.989303 0.983724
 2.87071 0.975434 0.97556
 2.88008 0.983091 0.994728
 2.82424 0.983144 0.973645
 2.78285 0.979308 1.17377
 2.85299 0.986788 0.984156
 2.72498 0.994143 1.04876
 2.8738 0.983139 0.985205
 2.79175 0.98801 0.999023
 2.83531 0.980458 1.06331
 2.87183 0.980432 0.979154
 2.93598 0.989707 0.988518
 2.8472 0.980952 1.03624
 2.8534 0.980105 0.974648
 2.91122 0.984686 0.987398
 2.81794 0.991738 0.981885
 2.90645 0.986769 0.994296
 2.77673 0.990752 0.987651
 2.9644 0.977933 0.977934
 2.9278 0.974078 0.974613
 2.90333 0.98515 0.999819
 2.90796 0.988382 0.990607
 2.9302 0.978563 0.979441
 2.91024 0.98686 0.999832
 2.92507 0.980711 0.985527
 2.89719 0.980151 0.995126
 2.93632 0.966892 0.966669
 2.85931 0.989994 1.013
 2.87522 0.982325 1.00519
